CUI_ID,Gene
C1366622,rage
C1412278,rage
C3539760,rage
C3815186,rage
C1414131,rai1
C1419249,rai1
C1538852,rai1
C1423016,rai14
C1419250,rai2
C0812284,rala
C1455060,rala
C0767970,ralb
C0812283,ralb
C0141185,ralbp1
C1419253,ralbp1
C1425072,ralgapa1
C1424084,ralgapa2
C1825680,ralgapb
C0378212,ralgds
C1335588,ralgds
C4317017,ralgds
C1538780,ralgps1
C1538781,ralgps2
C1423833,raly
C2239869,ralyl
C1419254,ramp1
C1419255,ramp2
C1419256,ramp3
C0034665,ran
C1419257,ran
C4521305,ran
C1419258,ranbp1
C1538783,ranbp10
C0962762,ranbp17
C1422638,ranbp17
C0299456,ranbp2
C1419259,ranbp2
C1568737,ranbp2
C1419261,ranbp3
C1826765,ranbp3l
C1419262,ranbp6
C1422166,ranbp9
C0294869,rangap1
C1335589,rangap1
C1842760,rangrf
C0967718,rap1a
C1335590,rap1a
C1419266,rap1b
C1826766,rap1gap
C1428807,rap1gap2
C1419268,rap1gds1
C1429429,rap1gds1
C1419269,rap2a
C1419270,rap2b
C1427380,rap2c
C1415285,rapgef1
C1424595,rapgef2
C1424450,rapgef3
C1424447,rapgef4
C1424601,rapgef5
C1427062,rapgef6
C1334401,rapgefl1
C1424963,rapgefl1
C1422646,raph1
C1419271,rapsn
C1366536,rara
C1705627,rara
C4281814,rara
C1335591,rarb
C1705662,rarb
C1999666,rarb
C1419272,rarg
C1522456,rarg
C1705754,rarg
C1419273,rarres1
C1419274,rarres2
C1098323,rarres3
C1419275,rarres3
C1264195,rars
C1419276,rars
C1427551,rars2
C1419277,rasa1
C1419278,rasa2
C1426866,rasa3
C1427971,rasa4
C2678591,rasa4b
C1419279,rasal1
C1419280,rasal2
C2678592,rasal3
C1335596,rasd1
C1704396,rasd1
C1425383,rasd2
C1538784,rasef
C1428364,rasgef1a
C1428423,rasgef1b
C1428653,rasgef1c
C0379310,rasgrf1
C1419281,rasgrf1
C1675721,rasgrf1
C1419282,rasgrf2
C1611078,rasgrf2
C1419283,rasgrp1
C1419284,rasgrp2
C1422744,rasgrp3
C1425925,rasgrp4
C1428404,rasip1
C0535333,rasl10a
C1335650,rasl10a
C1428270,rasl11a
C1428271,rasl11b
C1428956,rasl12
C1419285,rassf1
C1882544,rassf1
C1419286,rassf2
C1422531,rassf3
C3538820,rassf3
C1425756,rassf4
C1427128,rassf4
C1425011,rassf5
C1427129,rassf6
C1826767,rassf7
C1826768,rassf8
C1423694,rassf9
C1432943,raver1
C1826769,raver1
C1826770,raver2
C4522184,raver2
C1418931,rax
C1425688,rax
C1826771,rax2
C0035335,rb1
C0080113,rb1
C0694889,rb1
C1423586,rb1cc1
C1826772,rbak
C1419289,rbbp4
C1419290,rbbp5
C1419291,rbbp6
C1419292,rbbp7
C1419293,rbbp8
C1313695,rbbp9
C1419294,rbbp9
C1826773,rbck1
C1540265,rbfa
C1854634,rbfox1
C1419304,rbfox2
C3146324,rbfox3
C1428961,rbks
C1419295,rbl1
C0249759,rbl2
C1335602,rbl2
C1419296,rbm10
C1419297,rbm11
C1419298,rbm12
C1826775,rbm12b
C3471499,rbm12b-as1
C1422492,rbm14
C0968086,rbm15
C1423088,rbm15
C1538786,rbm15b
C1424655,rbm17
C1428706,rbm18
C1428788,rbm19
C1428654,rbm20
C1538787,rbm22
C1538789,rbm23
C1538790,rbm24
C1538791,rbm25
C1826776,rbm26
C1538792,rbm27
C1538793,rbm28
C1419299,rbm3
C1538795,rbm33
C1826777,rbm34
C1826780,rbm38
C1826781,rbm39
C1419300,rbm4
C3815596,rbm4
C1826782,rbm41
C2239872,rbm42
C1824105,rbm43
C2239873,rbm44
C1837204,rbm45
C2239874,rbm46
C2239875,rbm47
C1826774,rbm4b
C1419301,rbm5
C1335604,rbm6
C1419302,rbm7
C1419303,rbm8a
C1419305,rbms1
C1419307,rbms2
C1421986,rbms3
C1419308,rbmx
C1538796,rbmx2
C1854268,rbmxl2
C1824832,rbmxl3
C1419310,rbmy1a1
C1538797,rbmy1b
C1538798,rbmy1d
C1538799,rbmy1e
C1538800,rbmy1f
C1538801,rbmy1j
C1419287,rbp1
C1419317,rbp1
C1419288,rbp2
C1419318,rbp2
C1826830,rbp2
C3273512,rbp2
C1418742,rbp4
C1419320,rbp4
C1438309,rbp4
C1413697,rbp5
C1423770,rbp5
C3273275,rbp5
C1428959,rbp7
C1416171,rbpj
C1422188,rbpjl
C1426009,rbpms
C1538819,rbpms2
C1313794,rbx1
C1335605,rbx1
C1826784,rc3h1
C1537928,rc3h2
C1414160,rcan1
C1414161,rcan2
C1414162,rcan3
C1425391,rcbtb1
C1826785,rcbtb2
C1149054,rcc1
C1826786,rcc1
C1826787,rcc2
C1826788,rccd1
C1422161,rce1
C1424977,rchy1
C1425036,rcl1
C1419324,rcn1
C2826583,rcn1
C1335606,rcn2
C1335763,rcn2
C1427360,rcn3
C1538820,rcor1
C1538821,rcor2
C1538822,rcor3
C1826789,rcsd1
C1419326,rcvrn
C1826790,rd3
C3471510,rd3l
C1422315,rdbp
C1426576,rdh10
C1425207,rdh11
C1426577,rdh12
C1426578,rdh13
C1426579,rdh14
C1826791,rdh16
C1419328,rdh5
C1422637,rdh8
C0056782,rdx
C1419330,rdx
C1420441,reck
C1335609,recql
C1506962,recql
C1335607,recql4
C1433276,recql4
C1335608,recql5
C1335670,recql5
C1826793,reep1
C1826794,reep2
C1428213,reep3
C1826795,reep4
C1327771,reep5
C1836286,reep6
C1419333,reg1a
C1419334,reg1b
C1538823,reg3a
C2714958,reg3a
C1538824,reg3g
C1427829,reg4
C0035018,rel
C0919436,rel
C1314792,rel
C1704703,rel
C1705630,rel
C1335610,rela
C1567060,rela
C1704704,rela
C1705630,rela
C1419336,relb
C1970015,rell1
C1970014,rell2
C1419337,reln
C0966639,relt
C1422189,relt
C1538825,rem1
C1426806,rem2
C0022646,ren
C1419338,ren
C1427479,ren
C1419339,renbp
C1835811,rep15
C1425179,repin1
C1423590,reps1
C1419343,reps2
C1538826,rer1
C1419345,rere
C1423882,rerg
C2239880,rergl
C0252961,resp18
C2681920,resp18
C0035253,rest
C1419346,rest
C1622890,rest
C0389252,ret
C0543431,ret
C0694890,ret
C0813143,ret
C1704885,ret
C1426906,retn
C1426905,retnlb
C1826796,retsat
C1826797,rev1
C3813122,rev1
C1419347,rev3l
C1826798,rexo1
C3540230,rexo1l10p
C3541487,rexo1l11p
C1846690,rexo2
C1826806,rexo4
C1419348,rfc1
C1420117,rfc1
C3538834,rfc1
C1419349,rfc2
C1419350,rfc3
C1419351,rfc4
C1419352,rfc5
C1826807,rfesd
C1826808,rffl
C1538827,rfk
C1419353,rfng
C1419354,rfpl1
C1419356,rfpl2
C1419357,rfpl3
C2239881,rfpl4a
C2239882,rfpl4b
C1538829,rft1
C1539608,rft1
C1826809,rftn1
C1826810,rftn2
C1538830,rfwd2
C1538832,rfwd3
C1419359,rfx1
C1419360,rfx2
C1419361,rfx3
C1419362,rfx4
C1419363,rfx5
C1427569,rfx6
C1826811,rfx7
C2828602,rfx8
C1419364,rfxank
C1419365,rfxap
C1428545,rg9mtd1
C1428703,rg9mtd2
C1538833,rgag1
C1428954,rgl1
C1538835,rgl2
C1428955,rgl3
C2239883,rgl4
C1428958,rgma
C1428631,rgmb
C1419366,rgn
C1826812,rgp1
C2239884,rgp1
C1826812,rgpd1
C1826813,rgpd2
C1826814,rgpd3
C1826815,rgpd4
C1826816,rgpd5
C1826817,rgpd6
C1826818,rgpd7
C1826819,rgpd8
C1419367,rgr
C1549890,rgr
C2239883,rgr
C3814528,rgr
C1366525,rgs1
C1448758,rgs1
C1419368,rgs10
C1419369,rgs11
C1419370,rgs12
C1419371,rgs13
C1422522,rgs13
C1419372,rgs14
C1419373,rgs16
C1422398,rgs17
C1422522,rgs18
C0384780,rgs19
C1422173,rgs19
C0254619,rgs2
C1335616,rgs2
C1422781,rgs20
C1538836,rgs21
C1538837,rgs22
C3815896,rgs22
C1335617,rgs3
C1450151,rgs3
C1419374,rgs4
C3538836,rgs4
C1419375,rgs5
C2699023,rgs5
C1419376,rgs6
C1419377,rgs7
C1826820,rgs7bp
C1424563,rgs8
C1419378,rgs9
C1826821,rgs9
C1826821,rgs9bp
C1425666,rgsl1
C1425665,rgsl2
C1419379,rhag
C1826822,rhbdd1
C1826823,rhbdd2
C1826824,rhbdd3
C1427003,rhbdf1
C1826825,rhbdf2
C1419380,rhbdl1
C1423964,rhbdl2
C1424334,rhbdl3
C1422764,rhbg
C1419381,rhce
C1425338,rhcg
C1527152,rhcg
C0035439,rhd
C0443809,rhd
C1419382,rhd
C4283789,rhd
C1419383,rheb
C1419384,rheb
C1427381,rhebl1
C1412517,rho
C1419385,rho
C0084340,rhoa
C0812234,rhoa
C0073186,rhob
C0812235,rhob
C1425748,rhobtb1
C1425762,rhobtb2
C1425763,rhobtb3
C0812236,rhoc
C1412517,rhod
C1423669,rhof
C1412519,rhog
C1332112,rhoh
C1412532,rhoj
C3815595,rhoj
C1425056,rhoq
C1427382,rhot1
C1427383,rhot2
C1425081,rhou
C1425440,rhov
C1845515,rhoxf1
C1845514,rhoxf2
C2239885,rhoxf2b
C1426574,rhpn1
C1426575,rhpn2
C1538839,ribc1
C1538840,ribc2
C1826827,ric3
C1826828,ric8a
C1826829,ric8b
C1836945,rictor
C1416456,rif1
C1538841,rif1
C1823723,rif1
C2681893,riiad1
C1424690,rilp
C1428950,rilp
C4284043,rilp
C2239886,rilpl1
C2239887,rilpl2
C1826830,rimbp2
C2239889,rimbp3b
C2239890,rimbp3c
C1825154,rimkla
C1825155,rimklb
C1424873,rims1
C1424874,rims2
C1427473,rims3
C1424060,rims4
C1425755,rin1
C1425756,rin2
C1425757,rin3
C1419389,ring1
C2678602,rinl
C1826831,rint1
C1425683,riok1
C1425941,riok2
C1420513,riok3
C0297981,ripk1
C1335623,ripk1
C1335624,ripk2
C1447644,ripk2
C1335625,ripk3
C1431910,ripk3
C1538842,ripk4
C1845143,ripply1
C2700597,ripply2
C1419390,rit1
C1421887,rit1
C2984594,rit1
C1419388,rit2
C1419391,rlbp1
C0035344,rlf
C1416453,rlf
C1419392,rlf
C1421987,rlim
C1419393,rln1
C1419394,rln2
C1424771,rln3
C2239891,rltpr
C1835856,rmi1
C1824428,rmi2
C1826833,rmnd1
C1826834,rmnd5a
C1826835,rmnd5b
C1419407,rnase1
C1538850,rnase10
C1538851,rnase11
C1538852,rnase12
C1538853,rnase13
C1419408,rnase2
C1419409,rnase3
C1419410,rnase4
C1706664,rnase4
C1419411,rnase6
C1426140,rnase7
C1612784,rnase7
C1426139,rnase8
C1538849,rnase9
C1538850,rnase9
C1425532,rnaseh1
C1425573,rnaseh2a
C1826837,rnaseh2b
C1826838,rnaseh2c
C2239892,rnasek
C1419413,rnasel
C1427695,rnaset2
C1425441,rnd1
C1538856,rnd2
C1538857,rnd3
C1419414,rnf10
C1421568,rnf103
C1312851,rnf11
C1335629,rnf11
C1424951,rnf111
C1421667,rnf112
C1538859,rnf113a
C1538860,rnf113b
C1421785,rnf114
C1425350,rnf115
C1427291,rnf121
C1427362,rnf122
C1427363,rnf123
C1427365,rnf125
C1427366,rnf126
C1427368,rnf128
C1419415,rnf13
C1425417,rnf130
C1427369,rnf133
C1538602,rnf134
C1427373,rnf135
C1425069,rnf138
C0756527,rnf139
C1424693,rnf139
C1419416,rnf14
C1427374,rnf141
C1426950,rnf144a
C1427625,rnf144b
C1427160,rnf145
C1427491,rnf146
C1427769,rnf148
C1427939,rnf149
C1427940,rnf150
C1428008,rnf151
C1428625,rnf152
C1428853,rnf157
C1538863,rnf165
C1538864,rnf166
C1538865,rnf167
C1538866,rnf168
C1826839,rnf169
C1419418,rnf17
C1538867,rnf170
C1538868,rnf175
C1538869,rnf180
C2239895,rnf181
C1538870,rnf182
C1538871,rnf183
C1538873,rnf185
C1538874,rnf186
C1826840,rnf187
C1421990,rnf19a
C1428629,rnf19b
C1419419,rnf2
C1419420,rnf20
C1826842,rnf207
C2239896,rnf208
C2239897,rnf212
C1422738,rnf213
C3275247,rnf213
C2239898,rnf214
C2239899,rnf215
C1864963,rnf216
C1427576,rnf217
C1426846,rnf219
C1823780,rnf220
C2678620,rnf222
C3146377,rnf223
C3146378,rnf224
C1422191,rnf24
C1422821,rnf25
C1422811,rnf26
C1423923,rnf31
C1424755,rnf32
C1424884,rnf34
C1425266,rnf38
C1425275,rnf39
C1419425,rnf4
C1424605,rnf40
C1425498,rnf41
C1425565,rnf43
C1426069,rnf44
C1419426,rnf5
C1419427,rnf6
C1419428,rnf7
C1419429,rnf8
C2239901,rnft1
C1823379,rnft2
C1419431,rngtt
C1419412,rnh1
C1826843,rnh1
C1538391,rnls
C1419433,rnmt
C1425547,rnmtl1
C1425692,rnpc3
C1419434,rnpep
C1419435,rnpepl1
C1419436,rnps1
C1419596,robo1
C1419597,robo2
C1538879,robo3
C1425218,robo4
C1335631,rock1
C1335632,rock1
C1419598,rock2
C1419599,rod1
C3814145,rod1
C3815597,rod1
C1826844,rogdi
C1419600,rom1
C1424062,romo1
C1425039,ropn1
C1538880,ropn1b
C1538881,ropn1l
C0211525,ror1
C1335633,ror1
C1335634,ror1
C1706260,ror1
C0211526,ror2
C1335634,ror2
C1366544,ror2
C1706260,ror2
C0284080,rora
C1335634,rora
C1706260,rora
C1419602,rorb
C1419603,rorc
C3539870,rorc
C0812281,ros1
C1310668,ros1
C0220701,rp1
C1417030,rp1
C1419605,rp1
C1420471,rp1
C3538702,rp1
C1423850,rp1l1
C1419608,rp2
C1427689,rp2
C1826492,rp2
C2681923,rp2
C1419617,rp9
C1867300,rp9
C1419618,rpa1
C1424858,rpa1
C1419619,rpa2
C1426947,rpa2
C1419620,rpa3
C1538883,rpa4
C1826849,rpain
C1428389,rpap1
C1823702,rpap2
C1969110,rpap3
C0035322,rpe
C1419621,rpe
C4050303,rpe
C1419622,rpe65
C1417659,rpf1
C1427701,rpf1
C1823198,rpf1
C2347316,rpf1
C1427176,rpf2
C1419623,rpgr
C1421991,rpgrip1
C2242767,rpgrip1l
C1424713,rph3a
C1419624,rph3al
C1419625,rpia
C0218544,rpl10
C1335635,rpl10
C1419632,rpl10
C1419626,rpl10a
C1826864,rpl10ap3
C1425212,rpl10l
C1419628,rpl11
C1419629,rpl12
C0245587,rpl13
C1335636,rpl13
C1422537,rpl13
C1419630,rpl13a
C2679064,rpl13ap25
C1419631,rpl14
C2828635,rpl14p5
C1419632,rpl15
C1419633,rpl17
C1419640,rpl17
C2679129,rpl17p39
C1419635,rpl18
C1419636,rpl18a
C0073283,rpl19
C1335637,rpl19
C1419637,rpl21
C2679292,rpl21p128
C2679208,rpl21p44
C1419639,rpl22
C1504708,rpl22
C1826879,rpl22l1
C1419633,rpl23
C1419640,rpl23
C1419641,rpl23a
C2679385,rpl23ap82
C1419649,rpl24
C1425543,rpl24
C1419651,rpl26
C1424710,rpl26l1
C1419652,rpl27
C1419653,rpl27a
C1419654,rpl28
C1335638,rpl29
C1430701,rpl29
C2679460,rpl29p12
C2679461,rpl29p13
C1419655,rpl3
C1419656,rpl30
C0901831,rpl31
C1419657,rpl31
C1419659,rpl32
C1826892,rpl32p3
C2679582,rpl32p36
C1419663,rpl34
C1419667,rpl35
C1419668,rpl35a
C1422119,rpl36
C1419669,rpl36a
C1419682,rpl36a
C1419669,rpl36al
C1419670,rpl37
C1419671,rpl37a
C1419672,rpl38
C1419673,rpl39
C1424740,rpl39l
C1419674,rpl3l
C1419676,rpl4
C1419677,rpl41
C1419683,rpl5
C2933718,rpl5
C1419685,rpl6
C1419686,rpl7
C0073263,rpl7a
C1335639,rpl7a
C1427518,rpl7l1
C0169360,rpl8
C1335640,rpl8
C1419689,rpl9
C1538885,rpl9p7
C1419691,rplp0
C1419692,rplp1
C1419693,rplp2
C1419032,rpn1
C1419697,rpn1
C4083206,rpn1
C1419027,rpn2
C1419698,rpn2
C1428962,rpp14
C1427477,rpp21
C1428965,rpp25
C1425037,rpp30
C1428963,rpp38
C1427230,rpp40
C1835907,rprd1a
C1424086,rprd1b
C1825661,rprd2
C1539685,rprm
C1826903,rprml
C1419699,rps10
C1419700,rps11
C1419696,rps12
C1419701,rps12
C2680018,rps12p22
C1419702,rps13
C1419703,rps14
C1419704,rps15
C1419705,rps15a
C1419712,rps16
C1419717,rps18
C0073320,rps19
C1335641,rps19
C1826912,rps19bp1
C1419718,rps2
C1419719,rps20
C1419723,rps21
C1419724,rps23
C1419725,rps24
C1419727,rps25
C1419728,rps26
C1826914,rps26p11
C1826916,rps26p3
C0527863,rps27
C1335642,rps27
C1419730,rps27a
C2680252,rps27ap17
C1425541,rps27l
C1419731,rps28
C1419732,rps29
C2679850,rps2p55
C1335643,rps3
C3657987,rps3
C1419733,rps3a
C1539688,rps3ap6
C1419736,rps4x
C2679916,rps4xp21
C1539689,rps4y1
C1425562,rps4y2
C1419738,rps5
C1419741,rps6
C1419742,rps6ka1
C1419743,rps6ka2
C1419744,rps6ka3
C1419745,rps6ka4
C0913240,rps6ka5
C1419746,rps6ka5
C1419747,rps6ka6
C1419748,rps6kb1
C1138418,rps6kb2
C1335645,rps6kb2
C1419750,rps6kc1
C1426786,rps6kl1
C1826907,rps6p1
C1419751,rps7
C1419752,rps8
C1419753,rps9
C1539696,rpsa
C1826937,rpsap12
C2680352,rpsap58
C1826941,rptn
C1846723,rptor
C1539697,rpusd1
C1539698,rpusd2
C1539699,rpusd3
C1539700,rpusd4
C1419755,rqcd1
C0919455,rrad
C1505125,rrad
C1335646,rraga
C1434545,rraga
C1426516,rragb
C1426517,rragc
C0967699,rragd
C1426518,rragd
C0252024,rras
C1419756,rras
C1335647,rras2
C1447284,rras2
C1419757,rrbp1
C1419758,rreb1
C1419759,rrh
C1259395,rrm1
C1335648,rrm1
C0297817,rrm2
C1335649,rrm2
C1424883,rrm2b
C1539701,rrn3
C1823212,rrnad1
C1428276,rrp1
C1857700,rrp1
C1826943,rrp12
C1970019,rrp15
C1428276,rrp1b
C1427520,rrp36
C2680358,rrp7a
C2680360,rrp8
C1826942,rrp9
C1424730,rrs1
C1419764,rs1
C1419765,rs1
C3714753,rs1
C1539702,rsad1
C1539703,rsad2
C1539705,rsbn1
C1539706,rsbn1l
C1419765,rsc1a1
C1425324,rsf1
C1823709,rsg1
C1539707,rsl1d1
C1425543,rsl24d1
C2828653,rsl24d1p11
C1421199,rsph1
C2239912,rsph10b
C2680361,rsph10b2
C1427276,rsph3
C1427608,rsph4a
C1422503,rsph6a
C1427279,rsph9
C1826944,rspo1
C1826945,rspo2
C1704989,rspo3
C1826946,rspo4
C1826947,rspry1
C1539709,rsrc1
C2239913,rsrc2
C1335652,rsu1
C1429751,rsu1
C1826948,rtbdn
C0035525,rtca
C1425216,rtca
C1425216,rtcd1
C1421992,rtdr1
C1539711,rtel1
C2605651,rtel1
C1826949,rtf1
C1423810,rtfdc1
C1419768,rtkn
C1426192,rtkn2
C1826950,rtl1
C0217373,rtn1
C1335653,rtn1
C1419769,rtn2
C1419770,rtn3
C1366527,rtn4
C1425674,rtn4ip1
C1425639,rtn4r
C1427489,rtn4rl1
C1427877,rtn4rl2
C1826951,rtp1
C1826952,rtp2
C1826953,rtp3
C1826954,rtp4
C1425681,rttn
C1426389,rufy1
C1426390,rufy2
C1826955,rufy3
C1826956,rufy4
C1428483,rundc1
C2680432,rundc2a
C3273612,rundc2a
C1854259,rundc3a
C2239914,rundc3b
C0215508,runx1
C1335654,runx1
C1539715,runx1t1
C1706326,runx1t1
C1419771,runx2
C1419772,runx3
C1424781,rusc1
C1428171,rusc2
C1419773,ruvbl1
C1419774,ruvbl2
C1427231,rwdd1
C1427531,rwdd2a
C1412982,rwdd2b
C1427538,rwdd3
C1826957,rwdd4
C1826958,rxfp1
C1424898,rxfp2
C1812639,rxfp3
C1826959,rxfp4
C1456392,rxra
C1706615,rxra
C3887580,rxra
C0527031,rxrb
C1456393,rxrb
C1706614,rxrb
C0527032,rxrg
C1456394,rxrg
C1706616,rxrg
C1419776,rybp
C0524965,ryr1
C1419778,ryr1
C0524963,ryr2
C1419779,ryr2
C0524964,ryr3
C1419780,ryr3
C1419781,s100a1
C1419782,s100a10
C0141333,s100a11
C1335795,s100a11
C1705756,s100a11
C0389073,s100a12
C1335796,s100a12
C1704715,s100a12
C4019423,s100a12
C1419783,s100a13
C1425869,s100a14
C1426939,s100a16
C1537378,s100a16
C0388675,s100a2
C1335797,s100a2
C1706265,s100a2
C1419785,s100a3
C1419786,s100a4
C1419787,s100a5
C1419788,s100a6
C1419789,s100a7
C4317105,s100a7
C1826961,s100a7a
C1427677,s100a7l2
C1366582,s100a8
C1704875,s100a8
C4281719,s100a8
C1335798,s100a9
C1704874,s100a9
C4281724,s100a9
C1419790,s100b
C4284042,s100b
C1539718,s100g
C1335799,s100p
C1447472,s100p
C1706266,s100p
C1826964,s100pbp
C1539719,s100z
C1414253,s1pr1
C1414257,s1pr2
C1414255,s1pr3
C1414258,s1pr4
C1422554,s1pr5
C1419799,saa1
C1419800,saa2
C1419801,saa3p
C1419802,saa4
C1826965,saal1
C1539720,sac3d1
C1424716,sacm1l
C1419804,sacs
C1849140,sacs
C1826966,sae1
C0898753,safb
C1335803,safb
C1427641,safb2
C0665820,sag
C1419428,sag
C1419805,sag
C1539721,sage1
C1419808,sall1
C1419810,sall2
C1419811,sall3
C1423836,sall4
C1425203,samd1
C1539723,samd10
C1539724,samd11
C1539725,samd12
C1826971,samd13
C1826972,samd14
C1539049,samd15
C1427621,samd3
C1826968,samd4a
C1826969,samd4b
C1427392,samd5
C1428481,samd7
C1428572,samd8
C1539722,samd9
C1826970,samd9l
C1423837,samhd1
C1826973,samm50
C1419812,samsn1
C1419982,sap130
C1826976,sap130
C1419813,sap18
C3146439,sap25
C1419814,sap30
C1826974,sap30bp
C1826975,sap30l
C1419815,sar1a
C1419816,sar1b
C1419817,sardh
C1864736,sarnp
C3273763,sarnp
C1175175,sars
C1175743,sars
C1419818,sars
C1425041,sars
C1425041,sars2
C1419819,sart1
C1424600,sart3
C1426071,sash1
C1423878,sash3
C1822613,sass6
C1420161,sat1
C1421999,sat1
C1822614,sat1
C1422000,sat2
C1427956,sat2
C1419822,satb1
C1427665,satb2
C1539726,satl1
C1425082,sav1
C1426244,sbds
C3273615,sbds
C1419823,sbf1
C1539727,sbf2
C1539728,sbk1
C2680363,sbk2
C1427826,sbno1
C1822616,sbno2
C1822617,sbsn
C1419825,sc4mol
C1419827,sc5dl
C1332777,scaf1
C2239916,scaf1
C1419993,scaf11
C1426151,scaf4
C1427210,scaf8
C1538353,scai
C1419840,scamp2
C1419841,scamp3
C1428973,scamp4
C1428974,scamp5
C1419842,scand1
C1422235,scand3
C1822619,scap
C1421773,scaper
C1425942,scara3
C1822624,scara5
C1413218,scarb1
C1413219,scarb2
C1424571,scarf1
C1434616,scarf1
C1822651,sccpdh
C0002895,scd
C0085298,scd
C0342788,scd
C1419846,scd
C1420140,scd
C1549989,scd
C1822652,scd5
C1419848,scel
C1427098,scfd1
C1428990,scfd2
C0055637,scg2
C1335805,scg2
C1704889,scg2
C1704890,scg2
C1420009,scg3
C1422154,scg3
C1822653,scg5
C1421318,scgb1a1
C1539731,scgb1c1
C1425494,scgb1d1
C1425495,scgb1d2
C1822654,scgb1d4
C1417140,scgb2a1
C1417139,scgb2a2
C1425488,scgb3a1
C1425493,scgb3a2
C1424652,scgn
C1423651,schip1
C3273805,schip1
C2240316,scimp
C1427702,scin
C1822655,sclt1
C1425354,scly
C1425943,scmh1
C1419851,scml1
C1419852,scml2
C1427542,scml4
C1419853,scn10a
C1419854,scn11a
C1419856,scn1a
C1419857,scn1b
C1419858,scn2a
C1419860,scn2b
C1419861,scn3a
C1427065,scn3b
C1419862,scn4a
C1419863,scn4b
C1419864,scn5a
C1419865,scn7a
C1419866,scn8a
C1419867,scn9a
C1427938,scnm1
C1419868,scnn1a
C1419869,scnn1b
C1419870,scnn1d
C1419871,scnn1g
C1419872,sco1
C1419873,sco2
C1426869,scoc
C1335071,scp2
C1419874,scp2
C1420540,scp2
C1424726,scp2
C1704896,scp2
C1428866,scpep1
C1864175,scrg1
C1539732,scrib
C1427758,scrn1
C1428971,scrn2
C1428972,scrn3
C1423854,scrt1
C1423856,scrt2
C0860888,sct
C1419875,sct
C1848934,sct
C1335806,sctr
C4281809,sctr
C1421995,scube1
C1539733,scube2
C1539734,scube3
C1332677,scyl1
C1422597,scyl1
C1705069,scyl1
C1332678,scyl2
C1539735,scyl2
C1705070,scyl2
C1332679,scyl3
C1539736,scyl3
C1705071,scyl3
C1428499,sdad1
C1419891,sdc1
C1419892,sdc2
C1419893,sdc3
C1419894,sdc4
C1419895,sdcbp
C1721042,sdcbp
C1423706,sdcbp2
C1419900,sdccag3
C3146443,sdccag3p1
C1419903,sdccag8
C1419904,sdf2
C1419905,sdf2l1
C1822659,sdf4
C1419906,sdha
C3541238,sdha
C2748512,sdhaf1
C2240298,sdhaf2
C3273617,sdhaf2
C1308226,sdhb
C1419907,sdhb
C1419908,sdhc
C1436263,sdhc
C1419909,sdhd
C3273623,sdhd
C3146446,sdim1
C1426154,sdk1
C1426155,sdk2
C1419916,sdpr
C1837013,sdr16c5
C1426829,sdr39u1
C2680368,sdr42e1
C2680369,sdr42e2
C1853366,sdr9c7
C0037506,sds
C0272170,sds
C1419917,sds
C1426244,sds
C3273614,sds
C3813719,sds
C4084760,sds
C1428977,sdsl
C1822663,sec11a
C1822664,sec11b
C1539742,sec11c
C1822665,sec13
C1419922,sec14l1
C3815886,sec14l1
C1419923,sec14l2
C1425682,sec14l3
C1427039,sec14l4
C1822666,sec14l5
C3146448,sec14l6
C2239919,sec16a
C1825931,sec16b
C1822667,sec22a
C1822668,sec22c
C1419925,sec23a
C1419926,sec23b
C1424689,sec23ip
C1419927,sec24a
C1419928,sec24b
C1419929,sec24c
C1419930,sec24d
C1822669,sec31a
C1822670,sec31b
C1425414,sec61a1
C1425043,sec61a2
C1424679,sec61b
C1425415,sec61g
C1420761,sec62
C1427303,sec63
C1539743,secisbp2
C2680370,secisbp2l
C0672634,sectm1
C1335807,sectm1
C1705292,sectm1
C1539744,seh1l
C1419939,sel1l
C1822672,sel1l2
C2828668,sel1l3
C1337114,sele
C2742136,sele
C1419940,selenbp1
C1842834,seli
C1335808,sell
C2742135,sell
C1970457,selm
C1335809,selp
C1419968,selp
C2742134,selp
C3815271,selp
C1419941,selplg
C1823779,selrc1
C1842828,selv
C0963377,sema3a
C1419942,sema3a
C1419944,sema3c
C1419945,sema3d
C3883862,sema3d
C0909189,sema3e
C1335810,sema3e
C1419946,sema3f
C1822673,sema3g
C1419947,sema4a
C1419948,sema4b
C1419949,sema4c
C0296790,sema4d
C1419950,sema4d
C1419952,sema4f
C1419953,sema4g
C1419954,sema5a
C1419955,sema5b
C1419956,sema6a
C1419957,sema6b
C1419958,sema6c
C1539745,sema6d
C1419959,sema7a
C1419960,semg1
C1419961,semg2
C1425182,senp1
C1427927,senp2
C3811212,senp2
C1425138,senp3
C1428705,senp5
C1427200,senp6
C1428976,senp7
C1427843,senp8
C1853479,sep15
C4288263,sep15
C1426332,sephs1
C3469685,sephs1p4
C1426333,sephs2
C1423899,sepn1
C1419968,sepp1
C3815271,sepp1
C3853561,sepp1
C2239920,sepsecs
C1414049,sept1
C1422584,sept10
C1539751,sept11
C1822675,sept12
C2239921,sept14
C1423771,sept2
C1539746,sept2
C3273624,sept2
C1419967,sept3
C1539747,sept4
C3538896,sept4
C1539748,sept5
C3273595,sept5
C1423771,sept6
C3273625,sept6
C1539749,sept7
C1424343,sept8
C1539750,sept9
C3273683,sept9
C1419969,sepw1
C1422427,sepx1
C1427283,serac1
C1822676,serbp1
